Unnamed: 0,text,place,uri,collector,area,lat,lon,normtext
110363,"Όταν έχω και ξοδιάζω, τα κορίτσια μ΄ αγαπούν κι΄ όταν δεν έχω ο καημένος δε γυρίζουν να με δουν",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189836,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Όταν έχω και ξοδιάζω, τα κορίτσια μ΄ αγαπούν κι΄ όταν δεν έχω ο καημένος δε γυρίζουν να με δουν"
110703,"Της γειτόν'σσας η όρνιθα, κούρκα φαίνεται",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/179618,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Της γειτόν'σσας η όρνιθα, κούρκα φαίνεται"
110157,"Νέ παν' απ' τ' αμάξι, νέ κάτ' απ' τ' αμάξι",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189382,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Νέ παν' απ' τ' αμάξι, νέ κάτ' απ' τ' αμάξι"
110361,"Όταν δε δουλεύη το μυαλό, δουλεύουν τα χέρια",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230785,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Όταν δε δουλεύη το μυαλό, δουλεύουν τα χέρια"
110194,"Ο γέρος όπου πέθανε, στην ποταμιά θερίζει",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/245811,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Ο γέρος όπου πέθανε, στην ποταμιά θερίζει"
109900,Και τα ρούχα του γελούν,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189598,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Και τα ρούχα του γελούν
109637,"Ένα καιρό κι΄ένα ζαμάνι πάντρευαν τον Καραμάνη, μεσ΄στο τρύπιο το καζάνι",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230417,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Ένα καιρό κι΄ένα ζαμάνι πάντρευαν τον Καραμάνη, μεσ΄στο τρύπιο το καζάνι"
110556,Σαν τον σκύλο με τη γάτα,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/245939,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Σαν τον σκύλο με τη γάτα
109838,Θεό και άγιο τον έκαμα,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189758,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Θεό και άγιο τον έκαμα
110743,Το βιό παντρεύει κούτσουρα κι' αφίνει μαυρομάτες,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189514,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Το βιό παντρεύει κούτσουρα κι' αφίνει μαυρομάτες
110271,Όλ' η βδομάδα του γαμπρού κ' η Κυριακή της νύφης,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189580,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Όλ' η βδομάδα του γαμπρού κ' η Κυριακή της νύφης
109255,Άλλαξε η νύφη κι' έμεινε,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/288204,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Άλλαξε η νύφη κι' έμεινε
109677,Έχω την κούτρα καθαρή,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189886,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Έχω την κούτρα καθαρή
110384,Οι την κάμηλον καταπίνοντες και τον κώνωπα διυλίζοντες,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/212062,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Οι την κάμηλον καταπίνοντες και τον κώνωπα διυλίζοντες
110139,"Να ξέρ'ς ο δικός μου νους, που σκαλίζ' και που κοσκινίζ';",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230828,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Να ξέρ'ς ο δικός μου νους, που σκαλίζ' και που κοσκινίζ';"
109922,"Καλώς τινα, καλώς τινα. Πάρε ένα ξύλο και δώσ' τηνα",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/212071,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Καλώς τινα, καλώς τινα. Πάρε ένα ξύλο και δώσ' τηνα"
109607,"Δωρεάν λάβατε, δωρεάν δότε",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/179621,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Δωρεάν λάβατε, δωρεάν δότε"
109573,Δεν ξέρει να μοιράσ' σε δυο γαϊδάρους μια κόφα άχερο,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230756,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Δεν ξέρει να μοιράσ' σε δυο γαϊδάρους μια κόφα άχερο
109366,"Ανάποδος χρόνος, δέκα τρείς μήνες",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189407,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Ανάποδος χρόνος, δέκα τρείς μήνες"
110688,"Τη νύφη μας καθοδηγούσαμε, πέντε μύγες έπιανε",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189889,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Τη νύφη μας καθοδηγούσαμε, πέντε μύγες έπιανε"
110456,Πιάσε τον κασιδιάρη απ' τα μαλλιά,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230485,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Πιάσε τον κασιδιάρη απ' τα μαλλιά
109257,Άλλαξε η χήνα κ' έβαλε πάλε εκείνα,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189374,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Άλλαξε η χήνα κ' έβαλε πάλε εκείνα
109564,Δεν έχει πρόσωπο να πάγη,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/252197,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Δεν έχει πρόσωπο να πάγη
110517,"Σ΄ έρημα βουνά, νερά πολλά",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189817,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Σ΄ έρημα βουνά, νερά πολλά"
110586,"Σκυλί που γαβγίζ', δε δαγκάν'",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/245946,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Σκυλί που γαβγίζ', δε δαγκάν'"
110142,"Να ρωτήσωμε την αλεπου, πόσ' αβγά να βάλμε στη κλώσσα",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/245908,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Να ρωτήσωμε την αλεπου, πόσ' αβγά να βάλμε στη κλώσσα"
110428,Πέθανε (ή τον σκότωσαν) σαν το σκυλλί στ' αμπέλι,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/245937,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Πέθανε (ή τον σκότωσαν) σαν το σκυλλί στ' αμπέλι
110355,"Όσο πίν' η Μαργιωρίτσα, τόσο διπλοχαιρετάει",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/210393,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Όσο πίν' η Μαργιωρίτσα, τόσο διπλοχαιρετάει"
109294,Άρον – Άρον,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/158197,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Άρον – Άρον
110559,"Σαράντα καλόγεροι, ο καθένας με τον πόνο τ'",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/245862,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Σαράντα καλόγεροι, ο καθένας με τον πόνο τ'"
109874,"Κάνε κόρη το παιδί, αν είσαι κόρη θα φανής",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230546,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Κάνε κόρη το παιδί, αν είσαι κόρη θα φανής"
109328,Ακόμη δε βγήκ' απ' τ' αβγό,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189288,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Ακόμη δε βγήκ' απ' τ' αβγό
110846,Τον κόστισ' η προβειά στα δώδεκα,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230578,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Τον κόστισ' η προβειά στα δώδεκα
109938,"Κει που δε σε σπέρνουνε, να μη φυτρώνης",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/245954,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Κει που δε σε σπέρνουνε, να μη φυτρώνης"
109614,"Έβαλε τον τρελλό, να βγάλη το φίδι από την τρύπα",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230946,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Έβαλε τον τρελλό, να βγάλη το φίδι από την τρύπα"
109812,Θα με κόψης το νερό από τα πράσσα;,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230819,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Θα με κόψης το νερό από τα πράσσα;
109312,Άφκε γάμο και πήγε για προυνάρι,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189569,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Άφκε γάμο και πήγε για προυνάρι
110600,Στάχτη κι άλας να βουτάς και γνώμη να ρωτάς,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189686,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Στάχτη κι άλας να βουτάς και γνώμη να ρωτάς
109361,"Αν είσαι και παπάς, με την αράδα σου θα πας.",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/245799,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Αν είσαι και παπάς, με την αράδα σου θα πας."
110839,Τον έχει στου διαβόλου το κατάστιχο,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/179614,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Τον έχει στου διαβόλου το κατάστιχο
109343,"Αν αρτυθώ, να φάγω πέρδικα",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189462,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Αν αρτυθώ, να φάγω πέρδικα"
109653,Έσπασα το μυαλό μ',Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230780,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Έσπασα το μυαλό μ'
110588,Σον προσταγή κι ο λόγος σου φιρμάνι,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/210332,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Σον προσταγή κι ο λόγος σου φιρμάνι
109879,Κάνει λογαριασμό χωρίς τον ξενοδόχο,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/210320,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Κάνει λογαριασμό χωρίς τον ξενοδόχο
109956,Κόπκαν τα ήπατα μ',Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189855,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Κόπκαν τα ήπατα μ'
109893,Καθένας με τον πόνο τ' κι ο μυλωνας με τ' αυλάκι,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/245865,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Καθένας με τον πόνο τ' κι ο μυλωνας με τ' αυλάκι
109512,Για της αγάπης τον καημό πίν' η γλάστρα το νερό,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189275,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Για της αγάπης τον καημό πίν' η γλάστρα το νερό
109383,Απ' τη μύγα θέλει να πάρ' άλειμμα,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230797,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Απ' τη μύγα θέλει να πάρ' άλειμμα
109918,Καλό τυρί σε σκυλίσιο τομάρι,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/245936,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Καλό τυρί σε σκυλίσιο τομάρι
109890,Καβουρντίσθηκε,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189885,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Καβουρντίσθηκε
110527,Σα μαδημένη κότα,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230668,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Σα μαδημένη κότα
110314,Όποιος έχει τα γένεια έχει και τα κτένια,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189666,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Όποιος έχει τα γένεια έχει και τα κτένια
110855,Τον πήρε στο λαιμό τ',Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230611,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Τον πήρε στο λαιμό τ'
110074,Με τους δώδεκα,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/179602,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Με τους δώδεκα
109623,"Έκαμαν την κατσιβέλα βασίλισσα, και κείνη γύρευε ένα κομμάτι ψωμί",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/210255,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Έκαμαν την κατσιβέλα βασίλισσα, και κείνη γύρευε ένα κομμάτι ψωμί"
110288,"Όποια πέτρα σηκώσεις, από κάτω θα τον εύρης",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/245831,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Όποια πέτρα σηκώσεις, από κάτω θα τον εύρης"
110346,"Όπου του μέλλει να πνιγή, ποτέ του δεν πεθαίνει",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230737,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Όπου του μέλλει να πνιγή, ποτέ του δεν πεθαίνει"
110296,"Όποιος αφίνει τη στεριά, τη θάλασσα γυρεύει, ο διάβολος στη ράχη του, κουκιά τον μαγερεύει",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189858,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Όποιος αφίνει τη στεριά, τη θάλασσα γυρεύει, ο διάβολος στη ράχη του, κουκιά τον μαγερεύει"
110727,Τί βρέχ' ο ουρανός και δεντο πίν' η γη;,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189604,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Τί βρέχ' ο ουρανός και δεντο πίν' η γη;
109947,Κι ο στραβός το βλέπει,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189535,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Κι ο στραβός το βλέπει
110596,"Στα όρη, στα βουνά και στ΄ άκαρπα τα δέντρα",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189538,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Στα όρη, στα βουνά και στ΄ άκαρπα τα δέντρα"
109526,Γύρ'σαν τα θεμέλια,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/179603,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Γύρ'σαν τα θεμέλια
110863,Τον τρώγει το σκουλήκι,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/245942,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Τον τρώγει το σκουλήκι
110821,Τον έβαλε το μαχαίρι στο κόκκαλο,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/210303,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Τον έβαλε το μαχαίρι στο κόκκαλο
109819,"Θα σε γελάσω, να πάρω τη σκούφια σ'",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189597,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Θα σε γελάσω, να πάρω τη σκούφια σ'"
110761,"Το κάστρο, από μέσα παίρνεται",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230404,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Το κάστρο, από μέσα παίρνεται"
109586,"Διές με Μ' ένα μάτι, να σε διώ με δυό",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230720,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Διές με Μ' ένα μάτι, να σε διώ με δυό"
109847,Κ' οι τοίχοι φτιά έχνε,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189486,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Κ' οι τοίχοι φτιά έχνε
110251,Ο παγωμένος τι θα κάνη τον κρυωμένο,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230602,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Ο παγωμένος τι θα κάνη τον κρυωμένο
110893,"Τώρα θέλω, άντρα θέλω",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189649,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Τώρα θέλω, άντρα θέλω"
109658,Έφαγε κουκκιά,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230568,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Έφαγε κουκκιά
109393,Απίδια τρώγω;,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189429,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Απίδια τρώγω;
109481,"Βόθσε τον εαύτο σου, να σε βοηθήσ' ο Θεός",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189520,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Βόθσε τον εαύτο σου, να σε βοηθήσ' ο Θεός"
110035,Μακρυά Σαρακοστή,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/245920,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Μακρυά Σαρακοστή
110859,Τον τραβά απ' την μύτη,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230800,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Τον τραβά απ' την μύτη
109670,Έχει τ' αλεύρι απλωμένο,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189431,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Έχει τ' αλεύρι απλωμένο
109505,Γεννήθηκε με σκέπη,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189669,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Γεννήθηκε με σκέπη
109648,Έρριξε πέτρα πίσω του,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/245836,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Έρριξε πέτρα πίσω του
109265,"Άλλος έχει τ' όνομα, κι άλλος έχει τη χάρη",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/210366,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Άλλος έχει τ' όνομα, κι άλλος έχει τη χάρη"
110496,"Πουλιά με το στόμα να πιάν΄ η γυναίκα, πάλι δεν προφθαίνει",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189715,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Πουλιά με το στόμα να πιάν΄ η γυναίκα, πάλι δεν προφθαίνει"
109533,Γω είπα τον σκύλο μου κι' ο σκύλος την ουρά του,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230628,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Γω είπα τον σκύλο μου κι' ο σκύλος την ουρά του
109779,"Ήλθαν τ άγριά΄, να διώξουν τα ήμερα",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189818,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Ήλθαν τ άγριά΄, να διώξουν τα ήμερα"
110270,"Ό,τι φάγη το παιδί, χελάλι κι' ό,τι βάλη, χαράμι",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/252204,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Ό,τι φάγη το παιδί, χελάλι κι' ό,τι βάλη, χαράμι"
110443,Πήγε για μαμμή κ' ήλθε στα βαπτίσια,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/210384,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Πήγε για μαμμή κ' ήλθε στα βαπτίσια
109453,(Αυτή είναι) βουρβούλακας!,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189542,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,(Αυτή είναι) βουρβούλακας!
109785,"Ήλιος, χαρά Θεού",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189850,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Ήλιος, χαρά Θεού"
110316,"Όποιος κάνει καλό, δεν πεθαίνει",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230454,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Όποιος κάνει καλό, δεν πεθαίνει"
109868,"Κάλλιο να ξέρ'ς, παρά νάχ'ς",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230863,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Κάλλιο να ξέρ'ς, παρά νάχ'ς"
110021,Μάθε γέρο γράμματα τώρα στα γιράματα,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/245755,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Μάθε γέρο γράμματα τώρα στα γιράματα
110006,Λείπ' ο Οβρηός απ' το κουμέρκι;,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230630,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Λείπ' ο Οβρηός απ' το κουμέρκι;
110486,Πολύ τ' απόλ'κε το σχοινί,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/245968,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Πολύ τ' απόλ'κε το σχοινί
110140,Να πούμε και του στραβού το δίκιο,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189625,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Να πούμε και του στραβού το δίκιο
109673,Έχει το δικό τ΄,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189830,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Έχει το δικό τ΄
110540,Σαν πυροστιά και τέντζερες,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/245895,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Σαν πυροστιά και τέντζερες
110013,"Λύκου φωνή δεν άκουσες, μόν' τσακάλια ακούς",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230665,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Λύκου φωνή δεν άκουσες, μόν' τσακάλια ακούς"
110725,Τι σικτίρ πιλάφι,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/210400,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Τι σικτίρ πιλάφι
109488,"Βρήκ' ο Σάρος, να δώσ' και τον Καραμάνο",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189767,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Βρήκ' ο Σάρος, να δώσ' και τον Καραμάνο"
109280,Άνοιξαν οι καταρράκτες τ΄ουρανού,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189423,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Άνοιξαν οι καταρράκτες τ΄ουρανού
110701,Την τύχη της κουκουβάγιας νάχη,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230571,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Την τύχη της κουκουβάγιας νάχη
